,,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,설치년월
2017,113,서울특별시 광진구 능동로36길 34-4 (능동),서울특별시 광진구 능동 223-38,생활방범,1,2017-04
2017,114,서울특별시 광진구 천호대로112길 25 (능동),서울특별시 광진구 능동 234-1,생활방범,1,2015-12
2017,115,서울특별시 광진구 천호대로116길 26 (능동),서울특별시 광진구 능동 239-9,생활방범,4,2017-04
2017,116,서울특별시 광진구 능동로32길 82-34 (능동),서울특별시 광진구 능동 240-10,생활방범,3,2014-12
2017,117,"서울특별시 광진구 능동로32길 102 (능동, 정수아트빌)",서울특별시 광진구 능동 242-3,생활방범,1,2014-12
2017,118,서울특별시 광진구 천호대로118길 36 (능동),서울특별시 광진구 능동 244-32,생활방범,1,2014-12
2017,119,서울특별시 광진구 천호대로118길 16 (능동),서울특별시 광진구 능동 245-6,생활방범,4,2011-12
2017,120,서울특별시 광진구 천호대로124길 86 (능동),서울특별시 광진구 능동 251-36,생활방범,1,2017-04
2017,121,서울특별시 광진구 천호대로120길 21 (능동),서울특별시 광진구 능동 254-11,생활방범,4,2012-12
2017,122,서울특별시 광진구 능동로36길 168 (능동),서울특별시 광진구 능동 256-17,생활방범,1,2015-12
2017,123,서울특별시 광진구 천호대로122길 33 (능동),서울특별시 광진구 능동 257-25,생활방범,1,2017-04
2017,124,서울특별시 광진구 천호대로110길 87 (능동),서울특별시 광진구 능동 284-9,생활방범,4,2017-04
2017,125,서울특별시 광진구 능동로24길 41 (능동),서울특별시 광진구 능동 313-5,생활방범,1,2015-12
2017,126,서울특별시 광진구 능동로26길 23 (능동),서울특별시 광진구 능동 313-7,생활방범,1,2014-12
2017,127,서울특별시 광진구 능동로32길 16-16 (능동),서울특별시 광진구 능동 320-28,생활방범,1,2013-12
2017,128,서울특별시 광진구 능동로32길 20-26 (능동),서울특별시 광진구 능동 367-2,생활방범,3,2015-12
2017,129,서울특별시 광진구 자양로13길 41 (자양동),서울특별시 광진구 자양1동 630,생활방범,1,2017-04
2017,130,"서울특별시 광진구 자양로21길 35 (자양동, 은하빌라)",서울특별시 광진구 자양1동 769,생활방범,1,2012-12
2017,131,서울특별시 광진구 아차산로46길 23 (자양동),서울특별시 광진구 자양1동 217-3,생활방범,1,2011-12
2017,132,서울특별시 광진구 아차산로46가길 19 (자양동),서울특별시 광진구 자양1동 219-6,생활방범,3,2017-04
2017,133,서울특별시 광진구 자양로15길 6 (자양동),서울특별시 광진구 자양1동 612-62,생활방범,1,2017-04
2017,134,서울특별시 광진구 뚝섬로47길 49 (자양동),서울특별시 광진구 자양1동 613-10,생활방범,1,2016-12
2017,135,서울특별시 광진구 자양로15길 85 (자양동),서울특별시 광진구 자양1동 613-6,생활방범,1,2016-12
2017,136,서울특별시 광진구 자양로13길 100 (자양동),서울특별시 광진구 자양1동 616-14,생활방범,3,2015-12
2017,137,서울특별시 광진구 뚝섬로51길 24 (자양동),서울특별시 광진구 자양1동 617-6,생활방범,1,2016-12
2017,138,서울특별시 광진구 자양로13다길 34 (자양동),서울특별시 광진구 자양1동 619-20,생활방범,1,2015-12
