인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명
20170208,영업,0,서울특별시 종로구 혜화동 201번지 1층 ,서울특별시 종로구 동숭길 140 1층 (혜화동),GS25동숭점,편의점
20100920,영업,0,서울특별시 종로구 수송동 135번지 ,서울특별시 종로구 종로1길 42-1 (수송동),세븐일레븐(세종로점),편의점
20130916,영업,0,서울특별시 종로구 삼청동 산 2-1번지 삼청공원내 ,서울특별시 종로구 북촌로 134-3 1층 (삼청동),숲속도서관카페,편의점
20130923,영업,0,서울특별시 종로구 가회동 11-61번지 1~2층 ,서울특별시 종로구 창덕궁길 170 1~2층 (가회동),가회 한경헌,편의점
20120928,영업,0,서울특별시 종로구 동숭동 169-1번지 ,서울특별시 종로구 대학로 86 (동숭동),카페 락앤락,편의점
20130522,영업,0,서울특별시 종로구 봉익동 10-1번지 ,서울특별시 종로구 율곡로10길 105 1층 (봉익동),커피팡,편의점
20190103,영업,0,서울특별시 종로구 부암동 220-1번지 ,서울특별시 종로구 창의문로 170 (부암동),세븐일레븐 종로창의문점,편의점
20190102,영업,0,서울특별시 종로구 종로5가 433번지 ,서울특별시 종로구 종로40나길 12 1층 (종로5가),맛남다방,편의점
20120405,영업,0,서울특별시 종로구 연건동 134-2번지 지상1층 ,서울특별시 종로구 대학로 79 1층 (연건동),134-2,편의점
20120424,영업,0,서울특별시 종로구 재동 106-4번지 (지상1층) ,서울특별시 종로구 북촌로 1 1층 (재동),배스킨라빈스 안국역점,편의점
20141015,영업,0,서울특별시 종로구 청진동 201-1번지 ,서울특별시 종로구 종로3길 38 (청진동),GS25 청진본,편의점
20141103,영업,0,서울특별시 종로구 청진동 70번지 그랑서울 TOWER1-OA 901호,서울특별시 종로구 종로 33 9층 (청진동 그랑서울),카페 쉐어링 동양생명점,편의점
20101123,영업,0,서울특별시 종로구 관철동 12-15번지 2층 ,서울특별시 종로구 종로12길 21 (관철동2층),스타벅스 종로관철점,편의점
20110523,영업,0,서울특별시 종로구 평창동 97-9번지 (지상1층) ,서울특별시 종로구 평창30길 19 (평창동(지상1층)),씨유 평창북악점,편의점
20111130,영업,0,서울특별시 종로구 종로6가 12-9번지 (지상1층) ,서울특별시 종로구 율곡로 271 지상1층 (종로6가),GS25,편의점
20100223,영업,0,서울특별시 종로구 연지동 1-7번지 현대그룹빌딩 동관1층 ,서울특별시 종로구 율곡로 194 (연지동현대그룹빌딩 동관1층),오세븐스,편의점
20130712,영업,0,서울특별시 종로구 중학동 19번지 b동 13호,서울특별시 종로구 종로1길 50 B동 지하1층 13호 (중학동 더케이트윈타워),씨유 종로K트윈타워점,편의점
20130802,영업,0,서울특별시 종로구 홍지동 59번지 1층 ,서울특별시 종로구 홍지문2길 2 1층 (홍지동),교가루,편의점
20101112,영업,0,서울특별시 종로구 통의동 35-41번지 외 4필지 1층 ,서울특별시 종로구 자하문로4길 6 (통의동외 4필지 1층),스타벅스 경복궁역,편의점
20100525,영업,0,서울특별시 종로구 계동 115-1번지 ,서울특별시 종로구 북촌로4길 27 (계동),끽다거,편의점
20100401,영업,0,서울특별시 종로구 적선동 80번지 ,서울특별시 종로구 사직로 130 (적선동),소담,편의점
20181026,영업,0,서울특별시 종로구 창신동 427-12번지 1층 ,서울특별시 종로구 종로50길 29 1층 (창신동),이마트24 종로창신점,편의점
20181227,영업,0,서울특별시 종로구 당주동 40번지 ,서울특별시 종로구 새문안로5길 11 1층 (당주동),이마트24 종로당주점,편의점
20181109,영업,0,서울특별시 종로구 돈의동 18번지 ,서울특별시 종로구 돈화문로11다길 15 1층 (돈의동),주식회사 부티크상점,편의점
20181228,영업,0,서울특별시 종로구 신문로2가 92번지 LG광화문빌딩 ,서울특별시 종로구 새문안로 58 LG광화문빌딩 지하2층 (신문로2가),(주)아워홈 LG광화문빌딩점,편의점
20181228,영업,0,서울특별시 종로구 서린동 88번지 관정빌딩 ,서울특별시 종로구 청계천로 35 관정빌딩 1층 (서린동),이마트24 청계천점,편의점
20160511,영업,0,서울특별시 종로구 숭인동 200-10번지 1층 ,서울특별시 종로구 난계로29길 28 1층 (숭인동),떼루아,편의점
20120920,영업,0,서울특별시 종로구 명륜2가 168-1번지 1층 ,서울특별시 종로구 창경궁로 247 1층 (명륜2가),본죽 성균관대점,편의점
20140324,영업,0,서울특별시 종로구 종로2가 84-1번지 ,서울특별시 종로구 종로 74 2.3층 (종로2가),설빙 종각점,편의점
20140328,영업,0,서울특별시 종로구 평창동 111번지 ,서울특별시 종로구 평창36길 22 1층 101호 (평창동 성림하우스),(주)프랜즈디자인,편의점
20140410,영업,0,서울특별시 종로구 교북동 1-12번지 지상1층 ,서울특별시 종로구 통일로 220 지상1층 (교북동),구떼와플 카페,편의점
20131209,영업,0,서울특별시 종로구 혜화동 22-65번지 ,서울특별시 종로구 창경궁로35길 45 지하1층 (혜화동 재능교육혜화문화센터),Cafe gran(카페그랑),편의점
20131224,영업,0,서울특별시 종로구 내수동 4번지 1층 ,서울특별시 종로구 새문안로5가길 11 1층 (내수동),플러스 커피앤코,편의점
20150512,영업,0,서울특별시 종로구 동숭동 1-80번지 지상1층 ,서울특별시 종로구 대학로8가길 85 지상1층 (동숭동),브루클린커피 대학로점,편의점
20150513,영업,0,서울특별시 종로구 청운동 108-21번지 ,서울특별시 종로구 자하문로 100-1 1층 (청운동),(주) 리투스코리아,편의점
19740309,영업,0,서울특별시 종로구 종로4가 137-3번지 ,서울특별시 종로구 종로 188 (종로4가),원제커피전문점,편의점
20131119,영업,0,서울특별시 종로구 세종로 202-1번지 1~3 ,서울특별시 종로구 세종대로 159 1~3층 (세종로),고디바,편의점
20131120,영업,0,서울특별시 종로구 소격동 165번지 국립현대미술관 ,서울특별시 종로구 삼청로 30 2층 (소격동),오설록 티하우스,편의점
20130620,영업,0,서울특별시 종로구 창성동 158-7번지 1~2층 ,서울특별시 종로구 자하문로16길 4-2 (창성동),2막,편의점
20170425,영업,0,서울특별시 종로구 효제동 65-2번지 포레스트힐시티 1층 102-1 ,서울특별시 종로구 대학로 33 102-1호 (효제동 포레스트힐시티),풀길,편의점
20161114,영업,0,서울특별시 종로구 사직동 9번지 1층202동105호 ,서울특별시 종로구 사직로8길 4 1층 202동105호 (사직동),GS25 종로스페이스,편의점
20080718,영업,0,서울특별시 종로구 숭인동 1417번지 (지상1층) ,서울특별시 종로구 종로66길 25 (숭인동(지상1층)),GS25 숭인본점,편의점
20181012,영업,0,서울특별시 종로구 명륜1가 97-2번지 ,서울특별시 종로구 성균관로 36 1층 (명륜1가),씨유 성대원룸촌점,편의점
20181031,영업,0,서울특별시 종로구 와룡동 25번지 ,서울특별시 종로구 율곡로10길 16 1층 (와룡동),종로씨유 편의점,편의점
20150121,영업,0,서울특별시 종로구 적선동 80번지 ,서울특별시 종로구 사직로 130 지층 4호 (적선동),모 네,편의점
20160427,영업,0,서울특별시 종로구 연지동 136-46번지 1층 ,서울특별시 종로구 대학로 19 1층 (연지동),세븐일레븐 종로기독교회관점,편의점
20160428,영업,0,서울특별시 종로구 삼청동 28-19번지 1층 ,서울특별시 종로구 삼청로 124-2 1층 (삼청동),지간테커피 삼청동점,편의점
20130710,영업,0,서울특별시 종로구 부암동 254-2번지 ,서울특별시 종로구 창의문로 136 2층 (부암동),부빙,편의점
20160429,영업,0,서울특별시 종로구 내수동 74번지 102-2 ,서울특별시 종로구 사직로8길 42 1층 102-2호 (내수동),이마트24 광화문시대점,편의점
