년,상세영업상태명,학교종류,학교명,주소,경도,위도,구,행정동
2020,영업,어린이집,리라어린이집,서울특별시 강서구 화곡동 56-23번지 (지하 1층) ,126.848846692428,37.540564819743096,강서구,화곡본동
2020,폐업,어린이집,리틀예 어린이집,서울특별시 송파구 오금동 80-1번지 지상4층 ,127.133401704891,37.50560583377121,송파구,오금동
2020,영업,어린이집,CJ키즈빌 어린이집,서울특별시 중구 쌍림동 292번지 2층 ,127.003245650715,37.56386634920921,중구,광희동
2020,영업,유치원,삼육대학교부속유치원,서울특별시 노원구 공릉동 26-21번지 ,127.10600333512899,37.6428928780971,노원구,공릉2동
2020,영업,어린이집,연봉어린이집,서울특별시 마포구 공덕동 4-57번지 ,126.962249691672,37.55015920835979,마포구,공덕동
2020,영업,어린이집,아람에듀어린이집,서울특별시 마포구 망원동 432-30번지 ,126.900696803259,37.5585612657911,마포구,망원2동
2020,영업,어린이집,구립드림어린이집,서울특별시 중랑구 면목동 20-22번지 ,127.096001565674,37.5892595932416,중랑구,면목제3.8동
2020,영업,어린이집,또래친구 어린이집,서울특별시 구로구 궁동 183번지 ,126.830809086122,37.4975940732459,구로구,수궁동
2020,영업,어린이집,사랑어린이집,서울특별시 동대문구 제기동 1212번지 제기동 한신아파트 관리동 보육시설 ,127.039129175161,37.5889150042117,동대문구,제기동
2020,영업,어린이집,해돋는어린이집,서울특별시 강서구 화곡동 98-107번지 해돋는 어린이집 (지상 3층) ,126.845366500506,37.540630715607,강서구,화곡본동
2020,영업,어린이집,서초더샵포레어린이집,서울특별시 서초구 내곡동 77번지 서초더샵포레아파트 1층 104동 ,127.064441766585,37.451054810235796,서초구,내곡동
2020,영업,어린이집,서초구립 포레스타3단지 어린이집,서울특별시 서초구 신원동 408번지 서초구립포레스타3단지 어린이집 ,127.058936403407,37.4549690278673,서초구,내곡동
2020,영업,어린이집,석관임마누엘어린이집,서울특별시 성북구 석관동 340-11번지 ,127.05640054133998,37.6074207684218,성북구,석관동
2020,영업,어린이집,보라어린이집,서울특별시 관악구 신림동 639-20번지 ,126.921009546241,37.4696280070015,관악구,난곡동
2020,영업,어린이집,구립오즈어린이집,서울특별시 마포구 아현동 635번지 마포래미안푸르지오 아파트 4단지 ,126.95633851624399,37.5538554552017,마포구,아현동
2020,영업,어린이집,구립하람어린이집,서울특별시 중랑구 신내동 816번지 신내우디안아파트 104동 내 ,127.096714599788,37.60371361059021,중랑구,신내1동
2020,영업,어린이집,구립 토리어린이집,서울특별시 마포구 아현동 635번지 마포래미안푸르지오 3단지 어린이집 ,126.95633851624399,37.5538554552017,마포구,아현동
2020,영업,어린이집,보미나 어린이집,서울특별시 강남구 논현동 133-13번지 ,127.028526545182,37.5115064253191,강남구,논현1동
2020,영업,어린이집,신원어린이집,서울특별시 강서구 염창동 255번지 무학아파트상가동 ,126.876532307733,37.55138350485221,강서구,염창동
2020,영업,어린이집,아리솔어린이집,서울특별시 노원구 중계동 507-1번지 ,127.065425140826,37.640803084938,노원구,중계2.3동
2020,영업,어린이집,노원구청직장어린이집,서울특별시 노원구 상계동 701-1번지 ,127.056633136397,37.6541548524654,노원구,상계6.7동
2020,영업,어린이집,솔샘숲어린이집,서울특별시 동대문구 답십리동 178번지 래미안위브아파트1단지1층 ,127.055226122316,37.5727894189192,동대문구,답십리1동
2020,영업,어린이집,강남구립 산들어린이집,서울특별시 강남구 자곡동 618번지 1층 ,127.09096827236,37.472602657029,강남구,세곡동
2020,영업,어린이집,구립용강어린이집,서울특별시 마포구 용강동 44-3번지 외8필지 ,126.942848359249,37.5406489813,마포구,용강동
2020,영업,어린이집,구립 삼성아트어린이집,서울특별시 송파구 문정동 1 문정래미안아파트단지내,127.13026956648301,37.4906131339923,송파구,문정1동
2020,영업,어린이집,마곡15누리 어린이집,서울특별시 강서구 마곡동 751번지 발산1동 마곡엠밸리15단지 상가동 ,126.81860283804701,37.5706732338628,강서구,방화1동
2020,영업,어린이집,구립 마엘향어린이집,서울특별시 관악구 신림동 715-24번지 ,126.91742294731701,37.4707011158251,관악구,난곡동
2020,영업,어린이집,연세 어린이집,서울특별시 동대문구 장안동 289-31번지 ,127.07042328600402,37.5760795180044,동대문구,장안2동
2020,영업,어린이집,선애어린이집,서울특별시 마포구 망원동 416-52번지 ,126.902923992132,37.5566347028479,마포구,망원1동
2020,영업,어린이집,공립 푸른성북 어린이집,서울특별시 성북구 보문동2가 7-1번지 ,127.017448902106,37.5872793174819,성북구,보문동
2020,영업,어린이집,강남구립 자곡어린이집,서울특별시 강남구 자곡동 602번지 ,127.101408596758,37.4746528457439,강남구,세곡동
2020,영업,어린이집,키즈네이션 어린이집,서울특별시 강서구 염창동 70-4번지 (지상 3층) ,126.870162002729,37.556507414142295,강서구,염창동
2020,영업,어린이집,컵스빌리지어학원,서울특별시 용산구 한남동 1-86번지 지하2층 ,127.01280522419901,37.5371653758154,용산구,한남동
2020,영업,어린이집,숲속어린이집,서울특별시 마포구 아현동 635번지 마포래미안푸르지오아파트 1단지 어린이집 지하2층 ,126.95633851624399,37.5538554552017,마포구,아현동
2020,영업,어린이집,양지2 어린이집,서울특별시 서초구 내곡동 산 13-336번지 양지어린이집 ,127.070407787516,37.4633675785832,서초구,내곡동
2020,영업,어린이집,양지1어린이집,서울특별시 서초구 내곡동 산 13-336번지 ,127.070407787516,37.4633675785832,서초구,내곡동
2020,폐업,어린이집,미래나무 어린이집,서울특별시 강남구 역삼동 629-2번지 ,127.033649111431,37.503282706735604,강남구,역삼1동
2020,영업,유치원,위례우일유치원,서울특별시 송파구 마천동 596번지 지상2층 ,127.157734595963,37.4965239374352,송파구,마천1동
2020,영업,어린이집,구립 개봉푸르지오어린이집,서울특별시 구로구 개봉동 492번지 개봉푸르지오아파트 ,126.848107700331,37.5003983425825,구로구,개봉1동
2020,영업,어린이집,마곡7 미래꿈어린이집,서울특별시 강서구 마곡동 743-4번지 1층 707동 ,126.818909398146,37.570702398433106,강서구,방화1동
2020,영업,어린이집,래미안위브 어린이집,서울특별시 동대문구 답십리동 178번지 ,127.055226122316,37.5727894189192,동대문구,답십리1동
2020,영업,어린이집,마곡6 마곡숲 어린이집,서울특별시 강서구 마곡동 743-0번지 마곡엠밸리6단지 (지상 1층) ,126.81860283804701,37.5706732338628,강서구,방화1동
2020,영업,어린이집,구립 새싹 어린이집,서울특별시 금천구 시흥동 943-5번지 ,126.905110900104,37.4432737259482,금천구,시흥3동
2020,영업,어린이집,워커힐행복어린이집,서울특별시 광진구 광장동 22-1번지 워커힐호텔 2층 ,127.111391463038,37.5551595350455,광진구,광장동
2020,영업,어린이집,힐즈어린이집,서울특별시 강남구 자곡동 611번지 ,127.094062934321,37.474120903682106,강남구,세곡동
2020,영업,어린이집,블루나인 어린이집,서울특별시 강서구 등촌동 645-24번지 ,126.862597153034,37.5539035194874,강서구,등촌1동
2020,영업,어린이집,화곡동어린이집,서울특별시 강서구 화곡동 867-18번지 지층 ,126.85612928411301,37.533659543793995,강서구,화곡2동
2020,영업,어린이집,마곡5 해맑은어린이집,서울특별시 강서구 마곡동 740번지 (지상1층) 상가동 ,126.81860283804701,37.5706732338628,강서구,방화1동
2020,영업,어린이집,구립튼튼이 어린이집,서울특별시 금천구 시흥동 산 139-2번지 ,126.906068075357,37.4631424739856,금천구,시흥4동
2020,영업,어린이집,삼육대학교부설어린이집,서울특별시 노원구 공릉동 26-61번지 삼육대학교내 ,127.108201425698,37.6433685756349,노원구,공릉2동
2020,영업,유치원,밤비니 유치원,서울특별시 강서구 공항동 67-10번지 (지상4층) ,126.8095916538,37.5589037069118,강서구,공항동
2020,영업,어린이집,구립금하새빛어린이집,서울특별시 금천구 독산동 1121-3번지 구립금하새빛어린이집 ,126.891816465597,37.4524079638028,금천구,독산1동
2020,영업,어린이집,구립올고운어린이집,서울특별시 금천구 시흥동 244-1번지 ,126.91306852134599,37.451268927059296,금천구,시흥2동
2020,영업,유치원,서울은곡유치원,서울특별시 강남구 세곡동 601번지 ,127.09695119908702,37.4668011743581,강남구,세곡동
2020,영업,어린이집,안암동 하나금융그룹 직장 어린이집,서울특별시 성북구 안암동5가 104-42번지 ,127.029174354151,37.5832885500621,성북구,안암동
2020,영업,어린이집,석촌동주민센터어린이집,서울특별시 송파구 석촌동 265번지 석촌동주민센터1층 ,127.10364221951299,37.50358683127629,송파구,석촌동
2020,영업,어린이집,구립명인어린이집,서울특별시 중랑구 면목동 564-50번지 ,127.08442913033001,37.5840665619029,중랑구,면목제3.8동
2020,영업,유치원,서울청계숲유치원,서울특별시 서초구 신원동 247번지 ,127.057565754586,37.447762917895396,서초구,내곡동
2020,영업,어린이집,창4동한내어린이집,서울특별시 도봉구 창동 827-1번지 2층 ,127.045067797569,37.6614435423964,도봉구,창4동
2020,영업,유치원,젬마유치원,서울특별시 동대문구 이문동 321-31번지 ,127.05936393747,37.5930347560333,동대문구,이문1동
2020,영업,어린이집,지에스샵(GSSHOP)도담도담어린이집,서울특별시 영등포구 문래동6가 10번지 GS강서타워 2층 ,126.888998067318,37.5207887420796,영등포구,문래동
2020,영업,어린이집,구립동심어린이집,서울특별시 강동구 암사동 450-24,127.13737023788099,37.55613337392221,강동구,암사3동
2020,영업,어린이집,성북생명숲어린이집,서울특별시 성북구 정릉동 1028-5번지 ,127.009200737888,37.6159573476524,성북구,정릉4동
2020,영업,어린이집,구립신정2동어린이집,서울특별시 양천구 신정동 117-30번지 지상3층 ,126.874607017157,37.5220042354216,양천구,신정2동
2020,영업,어린이집,구립 연우 어린이집,서울특별시 구로구 천왕동 산 25-8번지 천왕이펜하우스S ,126.839916340564,37.4846134842804,구로구,오류2동
2020,영업,어린이집,구립성이어린이집,서울특별시 성동구 성수동2가 667번지 ,127.05503483019899,37.5364722580254,성동구,성수2가1동
2020,영업,어린이집,구립왕도어린이집,서울특별시 성동구 홍익동 373-1번지 ,127.031099119448,37.5655246750437,성동구,왕십리도선동
2020,영업,어린이집,순복음어린이집,서울특별시 성북구 하월곡동 80-2번지 ,127.03512918360902,37.6099997715635,성북구,월곡1동
2020,영업,어린이집,시흥어린이집,서울특별시 금천구 시흥동 954-29번지 지상12층 ,126.90416271540501,37.4411672296324,금천구,시흥3동
2020,영업,어린이집,도란도란어린이집,서울특별시 마포구 용강동 504번지 외1필지 ,126.94305368256,37.5425561760608,마포구,용강동
2020,영업,어린이집,이태원어린이집,서울특별시 용산구 이태원동 392-4번지 ,126.98889152478,37.5363127248675,용산구,이태원2동
2020,영업,어린이집,지구촌어린이집,서울특별시 용산구 이태원동 211-9번지 ,126.992150270638,37.539346672529604,용산구,이태원2동
2020,영업,유치원,와우랩유치원,서울특별시 은평구 응암로28길 34 (응암동),126.921568001575,37.59403258530921,은평구,응암2동
2020,영업,어린이집,은솔어린이집,서울특별시 구로구 신도림동 693번지 ,126.888304227976,37.511218030819,구로구,신도림동
2020,영업,어린이집,구립명륜어린이집,서울특별시 종로구 명륜1가 1-43번지 1층 ,126.99513193953699,37.5912995227908,종로구,혜화동
2020,영업,유치원,서울노일유치원,서울특별시 노원구 상계동 1044번지 노일유치원 ,127.05384284277599,37.6729683548466,노원구,상계1동
2020,영업,어린이집,구립 위례 새솔 어린이집,서울특별시 송파구 장지동 900-2번지 지상1층 ,127.140942080926,37.477555290764606,송파구,위례동
2020,영업,어린이집,구립대조어린이집,서울특별시 은평구 역말로 121 1층 (대조동),126.921421808151,37.6100778696634,은평구,대조동
2020,영업,유치원,햇살유치원,서울특별시 도봉구 쌍문동 358번지 ,127.025291544165,37.6492676930412,도봉구,쌍문1동
2020,영업,어린이집,풀무원어린이집,서울특별시 강남구 수서동 724번지 ,127.103116361007,37.4873182664326,강남구,수서동
2020,영업,어린이집,엘프랜드 어린이집,서울특별시 송파구 가락동 196-13번지 지상1층 ,127.131357461197,37.4928203753701,송파구,가락2동
2020,영업,유치원,예원유치원,서울특별시 서초구 우면동 731번지 ,127.024952366903,37.4617967414059,서초구,양재1동
2020,영업,어린이집,구립상도3동어린이집,서울특별시 동작구 성대로6가길 5 (상도동),126.932936840353,37.498644003928,동작구,상도3동
2020,영업,어린이집,구립 신대방1동 어린이집,서울특별시 동작구 신대방1길 44 (신대방동),126.90914385895701,37.4865336902575,동작구,신대방1동
2020,영업,어린이집,성복어린이집,서울특별시 성북구 종암동 28-1번지 ,127.036591481609,37.592590372912,성북구,종암동
2020,영업,유치원,새순유치원,서울특별시 서초구 방배동 831-12번지 ,126.988539561424,37.488962893202896,서초구,방배4동
2020,영업,어린이집,하늘꿈어린이집,서울특별시 도봉구 창동 262-13번지 ,127.04414865081301,37.6541353156384,도봉구,창5동
2020,영업,유치원,서울마곡유치원,서울특별시 강서구 마곡동 734-4번지 ,126.818909398146,37.570702398433106,강서구,방화1동
2020,영업,어린이집,구립신서어린이집,서울특별시 양천구 신정동 1152-30번지 구립신서어린이집 ,126.85364128529899,37.5160201321158,양천구,신정3동
2020,영업,어린이집,구립 해여울어린이집,서울특별시 강동구 상일동 483번지 ,127.174164674461,37.5552901152613,강동구,강일동
2020,영업,어린이집,구립 기리울어린이집,서울특별시 강동구 길동 244-3번지 ,127.140918061078,37.534566382341104,강동구,길동
2020,영업,어린이집,구립 천마어린이집,서울특별시 송파구 마천동 211-86번지 지상1층 ,127.156393852962,37.492822533797,송파구,마천1동
2020,영업,어린이집,구립아름꿈노아어린이집,서울특별시 관악구 신림동 538-16번지 ,126.912380801222,37.4818933168163,관악구,조원동
2020,영업,어린이집,아트성광어린이집,서울특별시 노원구 상계동 389-621번지 ,127.069704645161,37.6602002196088,노원구,상계5동
2020,영업,어린이집,느티나무어린이집,서울특별시 성북구 돈암동 595번지 흥천사 내 ,127.009131254152,37.5982216427068,성북구,돈암2동
2020,영업,유치원,목동유치원,서울특별시 양천구 신정동 1000-3번지 목동유치원 지상2층 ,126.860524030888,37.5243832698034,양천구,신정4동
2020,영업,어린이집,신일교회어린이집,서울특별시 중구 신당동 369-52번지 신일교회1층 ,127.011504556031,37.5550363603186,중구,약수동
2020,영업,어린이집,구립 사당4동 어린이집,서울특별시 동작구 사당로22나길 70 (사당동),126.973160256917,37.48069491248809,동작구,사당4동
2020,영업,어린이집,대흥어린이집,서울특별시 마포구 대흥동 804-3번지 ,126.94069822478001,37.5486654632089,마포구,대흥동
2020,영업,어린이집,태영어린이집,서울특별시 도봉구 창동 819번지 태영아파트 단지(관리사무소방향) ,127.03336302173099,37.64291679946921,도봉구,창2동
2020,영업,어린이집,구립한가람어린이집,서울특별시 광진구 자양동 593-2번지 1층 ,127.076648171351,37.5300637754682,광진구,자양2동
2020,영업,유치원,애동유치원,서울특별시 관악구 신림동 612-32번지 ,126.920325170433,37.4738257836489,관악구,난곡동
2020,영업,어린이집,염리어린이집,서울특별시 마포구 염리동 518번지 ,126.947297502657,37.5499266759541,마포구,염리동
2020,폐업,어린이집,화곡본어린이집,서울특별시 강서구 화곡동 50-76번지 지상4층,126.84950012365299,37.543477593094,강서구,화곡본동
2020,영업,어린이집,사랑별어린이집,서울특별시 구로구 구로동 746-8번지 ,126.886558192348,37.4870598392805,구로구,구로4동
2020,영업,유치원,서울장충유치원,서울특별시 중구 신당동 386-86번지 서울장충초등학교 2층 ,127.011155653911,37.5594847314199,중구,다산동
2020,영업,어린이집,아이빛어린이집,서울특별시 마포구 창전동 444번지 1층 ,126.929414514758,37.5483516966322,마포구,서강동
2020,영업,어린이집,구립크니크니어린이집,서울특별시 마포구 합정동 472번지 마포한강푸르지오지하1층 PB101호 ,126.912169500732,37.5499841759452,마포구,합정동
2020,영업,어린이집,사랑스런어린이집,서울특별시 송파구 거여동 20-8번지 지상4층 ,127.14199967496,37.4946938728258,송파구,거여1동
2020,영업,어린이집,니꼴라오어린이집,서울특별시 서초구 양재동 396-2번지 ,127.048154483154,37.4720945638471,서초구,양재2동
2020,영업,유치원,운산유치원,서울특별시 강북구 수유동 52-21번지 ,127.02167274705,37.6320506987923,강북구,수유1동
2020,영업,어린이집,서머힐어린이집,서울특별시 노원구 상계동 393-12번지 서머힐어린이집 ,127.066906682843,37.659588338027504,노원구,상계2동
2020,영업,어린이집,어린왕자어린이집,서울특별시 동대문구 이문동 256-264번지 ,127.062910587472,37.6024489889282,동대문구,이문2동
2020,폐업,유치원,일신유치원,서울특별시 중구 남창동 202번지 4층 ,126.978810668764,37.556686446868,중구,회현동
2020,영업,어린이집,일광어린이집,서울특별시 금천구 시흥동 858-26번지 ,126.903090704407,37.4593064740026,금천구,시흥1동
2020,영업,어린이집,현대양재어린이집,서울특별시 서초구 염곡동 106-1번지 2층 ,127.052137012702,37.4623286271204,서초구,내곡동
2020,영업,어린이집,구립대방보듬이나눔어린이집,서울특별시 동작구 대방동 379-9 구립대방보듬이나눔이,126.92435479048099,37.5029412418078,동작구,대방동
2020,영업,어린이집,행화어린이집,서울특별시 마포구 아현동 767번지 마포래미안푸르지오2단지 어린이집 ,126.95142500132499,37.55390057016661,마포구,아현동
2020,영업,어린이집,구립태성어린이집,서울특별시 동작구 신대방동 385-2,126.91718230824,37.4958303511955,동작구,신대방2동
2020,영업,어린이집,서울청사 푸르미 어린이집,서울특별시 종로구 세종로 77-6번지 ,126.975395709177,37.57483546600179,종로구,사직동
2020,영업,어린이집,자양도담어린이집,서울특별시 광진구 자양동 231-51번지 2층 자양도담어린이집 ,127.07987677695,37.5362013426392,광진구,자양1동
2020,영업,어린이집,한솔교육&CJ키즈빌 어린이집,서울특별시 마포구 상암동 1653번지 한솔교육빌딩 5층 ,126.891355159458,37.5770604912855,마포구,상암동
2020,영업,어린이집,꿈꾸는어린이집,서울특별시 강서구 방화동 357번지 1층 ,126.81513746173701,37.5790423632396,강서구,방화3동
2020,영업,어린이집,푸른꿈동산 어린이집,서울특별시 서대문구 홍제동 364-1번지 ,126.93802739916401,37.5844296269038,서대문구,홍제1동
2020,영업,어린이집,서초에코리치어린이집,서울특별시 서초구 우면동 753번지 서초참누리에코리치아파트 106동 1호,127.01322870383801,37.4564261838731,서초구,양재1동
2020,영업,어린이집,튼튼키즈어린이집,서울특별시 강서구 등촌동 522-41번지 (지상 3층) ,126.861174829371,37.546802173173106,강서구,등촌2동
2020,영업,어린이집,강남구립 힐스어린이집,서울특별시 강남구 자곡동 619번지 ,127.088664119141,37.4712706537333,강남구,세곡동
2020,영업,어린이집,리라키즈스쿨어린이집,서울특별시 관악구 신림동 482-5번지 ,126.91975652607799,37.4852210394195,관악구,신사동
2020,영업,어린이집,중동어린이집,서울특별시 마포구 중동 64-27번지 ,126.904228878915,37.5701734388536,마포구,성산2동
2020,영업,어린이집,오금 사임당 어린이집,서울특별시 송파구 오금동 71-12번지 1층 ,127.134298580529,37.5038121359522,송파구,오금동
2020,영업,어린이집,경동어린이집,서울특별시 중구 장충동1가 26-6번지 경동교회  1층 ,127.00719073039801,37.5631175538167,중구,장충동
