년,정류장명,Y좌표,X좌표,주소,구,행정동
2020,헌법재판소.안국역,37.57755843,126.98567560000001,서울특별시 종로구 재동 83,종로구,가회동
2020,청구빌라,37.60461026,126.956984,서울특별시 종로구 구기동 266-2,종로구,평창동
2020,서울대어린이병원응급실.갑상선센터,37.57811888,126.999503,서울특별시 종로구 연건동 28-22,종로구,이화동
2020,화인빌라,37.61293453,126.96853859999999,서울특별시 종로구 평창동 530-9,종로구,평창동
2020,넓은마당,37.57527281,126.96288799999999,서울특별시 종로구 행촌동 210-65,종로구,교남동
2020,창신초등학교,37.576903200000004,127.0153886,서울특별시 종로구 창신동 23-825,종로구,창신3동
2020,수운회관,37.57515983,126.98651720000001,서울특별시 종로구 경운동 85,종로구,종로1.2.3.4가동
2020,상명대후문,37.60402558,126.9573354,서울특별시 종로구 홍지동 7-1,종로구,부암동
2020,힐탑,37.61160556,126.96902060000001,서울특별시 종로구 평창동 523-106,종로구,평창동
2020,신학대학교총회본부,37.57397631,126.9634446,서울특별시 종로구 행촌동 1-172,종로구,교남동
2020,낙원상가,37.57367762,126.9872919,서울특별시 종로구 경운동 47-4,종로구,종로1.2.3.4가동
2020,완성빌라,37.60340209,126.95750109999999,서울특별시 종로구 홍지동 69-39,종로구,부암동
2020,서울대병원장례식장,37.5805554,126.997431,서울특별시 종로구 연건동 28-33,종로구,이화동
2020,혜화역1번출구,37.58345422,127.0019407,서울특별시 종로구 혜화동 178-1,종로구,혜화동
2020,파라과이대사관,37.61240596,126.96994790000001,서울특별시 종로구 평창동 509-1,종로구,평창동
2020,한국사회과학자료원,37.57363321,126.96414329999999,서울특별시 종로구 사직동 304-28,종로구,사직동
2020,동묘역,37.57269435,127.01424540000002,서울특별시 종로구 창신동 204-8,종로구,창신1동
2020,금강제화,37.57054454,126.9874384,서울특별시 종로구 인사동 78-1,종로구,종로1.2.3.4가동
2020,경진빌라,37.60200372,126.9578304,서울특별시 종로구 홍지동 69-58,종로구,부암동
2020,성균관대학교앞,37.58330826,126.9993659,서울특별시 종로구 명륜2가 194-1,종로구,혜화동
2020,광화문한국통신,37.57190187,126.9773172,서울특별시 종로구 세종로 84-6,종로구,종로1.2.3.4가동
2020,EN갤러리,37.61340635,126.97070079999999,서울특별시 종로구 평창동 488-7,종로구,평창동
2020,종로문화센터,37.57464708,126.96462620000001,서울특별시 종로구 사직동 284-1,종로구,사직동
2020,동대문역.2번출구,37.57204945,127.01172179999999,서울특별시 종로구 창신동 442-1,종로구,창신2동
2020,종각역YMCA,37.57033935,126.9850715,서울특별시 종로구 종로2가 1-2,종로구,종로1.2.3.4가동
2020,서교빌라,37.60198906,126.9571554,서울특별시 종로구 홍지동 69-14,종로구,부암동
2020,경복궁역,37.57707221,126.9724733,서울특별시 종로구 통의동 139,종로구,사직동
2020,연건동,37.57612566,127.000745,서울특별시 종로구 연건동 203-5,종로구,이화동
2020,성대입구,37.5832668,126.998853,서울특별시 종로구 명륜2가 195-12,종로구,혜화동
2020,무애사,37.61390043,126.97184579999998,서울특별시 종로구 평창동 488-1,종로구,평창동
2020,단군성전앞,37.57556009,126.9653175,서울특별시 종로구 사직동 262-27,종로구,사직동
