인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명,X좌표,Y좌표,구,행정동,구 행정동
20040517,영업,0,서울특별시 용산구 청파동3가 109-20번지 (지상1층) ,서울특별시 용산구 청파로47길 41 (청파동3가(지상1층)),던킨도너츠숙명여대점,제과제빵,126.96804234840499,37.5445457236382,용산구,청파동,용산구 청파동
20120305,영업,0,서울특별시 용산구 이촌동 302-52번지 엘지프라자 지120호(지하1층) ,서울특별시 용산구 이촌로 200 (이촌동 302-52 엘지프라자 지120호 지하1층),죽향기,제과제빵,126.969357155212,37.520949664658,용산구,이촌1동,용산구 이촌1동
20131014,영업,0,서울특별시 용산구 이촌동 300-322번지 지상3층 ,서울특별시 용산구 이촌로 274 (이촌동 300-322 지상3층),엘보르다도,제과제빵,126.97710858144698,37.5186617923328,용산구,이촌1동,용산구 이촌1동
20100910,영업,0,서울특별시 용산구 갈월동 93-30번지 (지상1층) ,서울특별시 용산구 한강대로77길 12 (갈월동(지상1층)),크런치오븐,제과제빵,126.97186532258699,37.542218693969396,용산구,남영동,용산구 남영동
20171012,영업,0,서울특별시 용산구 후암동 30-90번지 1층 ,서울특별시 용산구 두텁바위로 160 1층 (후암동),에이치엠푸드,제과제빵,126.98006723581301,37.5520227808557,용산구,후암동,용산구 후암동
20130314,영업,0,서울특별시 용산구 용산동3가 1-2번지 ,서울특별시 용산구 한강대로62가길 20 (용산동3가 1-2 지상1층),카페욜로(CAFE YOLO),제과제빵,126.97493419602101,37.5346590923781,용산구,한강로동,용산구 한강로동
20130429,폐업,20200804,서울특별시 용산구 이태원동 78-13 지상1층,서울특별시 용산구 녹사평대로26가길 9 (이태원동 78-13 지상1층),윌튼데코,제과제빵,126.992101238902,37.532352763385894,용산구,이태원1동,용산구 이태원1동
20150915,영업,0,서울특별시 용산구 용문동 38-278번지 지상1층 ,서울특별시 용산구 효창원로 86 지상1층 (용문동),용문국수,제과제빵,126.958408219919,37.53671961190629,용산구,용문동,용산구 용문동
20141105,영업,0,서울특별시 용산구 이태원동 451-7번지 ,서울특별시 용산구 녹사평대로40나길 26 지하1지상1층 (이태원동),마피아디저트,제과제빵,126.988567782507,37.5355100319626,용산구,이태원2동,용산구 이태원2동
20141110,영업,0,서울특별시 용산구 효창동 5-508번지 ,서울특별시 용산구 효창원로 146 2층 (효창동),식샤합시다,제과제빵,126.96222753244,37.5410043400153,용산구,효창동,용산구 효창동
20150924,영업,0,서울특별시 용산구 한강로2가 83-4번지 지상1층 102호,서울특별시 용산구 한강대로46길 25 지상1층 102호 (한강로2가),플러터커피로스터스,제과제빵,126.971562610792,37.5309663866055,용산구,한강로동,용산구 한강로동
20160322,영업,0,서울특별시 용산구 산천동 202번지 삼성테마트 1층 152호,서울특별시 용산구 원효로 51 1층 152호 (산천동),먹방,제과제빵,126.950408724013,37.5340286585044,용산구,원효로2동,용산구 원효로2동
20180726,영업,0,서울특별시 용산구 후암동 244-79번지 남산리치빌 1층 108호,서울특별시 용산구 후암로28길 38 남산리치빌 1층 108호 (후암동),라라라이크,제과제빵,126.97930364536501,37.5493197445005,용산구,후암동,용산구 후암동
20041028,영업,0,서울특별시 용산구 한강로3가 40-999번지 ,서울특별시 용산구 한강대로23길 55 서관 6층 10-2호 (한강로3가),스타벅스용산아이파크몰점,제과제빵,126.964300393659,37.529768064923395,용산구,한강로동,용산구 한강로동
20041006,영업,0,서울특별시 용산구 한강로3가 40-999번지 이마트 지하2층 ,서울특별시 용산구 한강대로23길 55 지하2층 (한강로3가 이마트),이디야,제과제빵,126.964300393659,37.529768064923395,용산구,한강로동,용산구 한강로동
20050331,영업,0,서울특별시 용산구 한강로3가 40-999번지 용산역 스페이스9 6층 607호 ,서울특별시 용산구 한강대로23길 55 6층 607호 (한강로3가 용산역 스페이스9),스태프핫도그 스페이스9점,제과제빵,126.964300393659,37.529768064923395,용산구,한강로동,용산구 한강로동
20181019,영업,0,서울특별시 용산구 도원동 1-36번지 1층 ,서울특별시 용산구 새창로14길 7 1층 (도원동),카페미우,제과제빵,126.958529959181,37.5391800161312,용산구,용문동,용산구 용문동
20200323,영업,0,서울특별시 용산구 한남동 829번지 나인원 한남 117동 ,서울특별시 용산구 한남대로 91 지2층 (한남동 나인원 한남),만두공방풍미공방,제과제빵,127.003364799713,37.536253682706295,용산구,한남동,용산구 한남동
20170210,폐업,20200121,서울특별시 용산구 이태원동 36-18번지 지상2층 ,서울특별시 용산구 녹사평대로26길 38 지상2층 (이태원동),큰빛문화(Great Light Culture),제과제빵,126.99194101518101,37.5314840972632,용산구,이태원1동,용산구 이태원1동
20130219,폐업,20200122,서울특별시 용산구 후암동 192-67번지 12층 ,서울특별시 용산구 두텁바위로 45-1 12층 (후암동),바리스타 차현수,제과제빵,126.97729272907101,37.5459306282379,용산구,후암동,용산구 후암동
