년,호선,역명,주소,Y좌표,X좌표,구,행정동
2020,7,보라매,서울특별시 동작구 상도로 지하2,37.49991005,126.92048940000001,동작구,대방동
2020,7,신풍,서울특별시 영등포구 신풍로 지하27,37.500117200000005,126.90984170000002,영등포구,신길6동
2020,7,대림,서울특별시 영등포구 도림로 지하137,37.49274307,126.8966118,영등포구,대림3동
2020,7,남구로,서울특별시 구로구 도림로 지하7,37.48616184,126.88734099999999,구로구,구로3동
2020,7,가산디지털단지,서울특별시 금천구 벚꽃로 309,37.48159574,126.8825595,금천구,가산동
2020,7,천왕,서울특별시 구로구 오리로 지하1154,37.48682194,126.83871370000001,구로구,오류2동
2020,7,온수,서울특별시 구로구 경인로3길 지하64,37.49215028,126.8233807,구로구,수궁동
2020,7,군자,서울특별시 광진구 천호대로 지하550,37.55736319,127.07901729999999,광진구,중곡1동
2020,8,암사,서울특별시 강동구 올림픽로 지하776,37.55014034,127.1275402,강동구,천호2동
2020,8,강동구청,서울특별시 강동구 올림픽로 지하550,37.53067409,127.1205761,송파구,풍납2동
2020,8,몽촌토성,서울특별시 송파구 올림픽로 지하383,37.51762363,127.11242990000001,송파구,잠실4동
2020,8,잠실,서울특별시 송파구 올림픽로 305,37.51497717,127.10421640000001,송파구,잠실6동
2020,8,석촌,서울특별시 송파구 송파대로 지하439,37.50594964,127.1063453,송파구,석촌동
2020,8,송파,서울특별시 송파구 가락동 459-4,37.49987344,127.112103,송파구,송파2동
2020,8,가락시장,서울특별시 송파구 송파대로 지하257,37.49274403,127.11848570000001,송파구,가락1동
2020,8,문정,서울특별시 송파구 송파대로 지하179,37.48626182,127.12229029999999,송파구,문정2동
2020,8,장지,서울특별시 송파구 송파대로 지하82,37.47811921,127.1264242,송파구,문정2동
2020,8,복정,서울특별시 송파구 송파대로 지하6,37.471056,127.12677120000001,송파구,위례동
2020,8,천호,서울특별시 강동구 천호대로 지하997,37.53857898,127.12374240000001,강동구,천호2동
2020,9,개화,서울특별시 강서구 개화동로 8길 19,37.5778861,126.7982112,강서구,방화2동
2020,9,김포공항,서울특별시 강서구 하늘길 지하77,37.56214413,126.8015703,강서구,공항동
