,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도
8903,광운전자공업고등학교,1934-05-20,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,37.61924129999999,127.0565444
8904,영신간호비즈니스고등학교,1993-05-08,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13,37.652453799999996,127.083205
8905,염광여자메디텍고등학교,1968-03-02,서울특별시 노원구 월계동 820-9,서울특별시 노원구 월계로45가길 9,37.63025820000001,127.0492435
8906,인덕공업고등학교,1963-12-14,서울특별시 노원구 월계동 648-7,서울특별시 노원구 초안산로 12,37.6319492,127.0557655
8907,동산정보산업고등학교,1968-04-29,서울특별시 노원구 공릉동 481-3,서울특별시 노원구 공릉로 257,37.6307787,127.07399939999999
8908,미래산업과학고등학교,1994-03-01,서울특별시 노원구 중계동 369-3,서울특별시 노원구 덕릉로82길 54,37.658778399999996,127.07844250000001
8909,서울아이티고등학교,1992-10-30,서울특별시 노원구 중계동 504,서울특별시 노원구 섬밭로 299,37.6424189,127.0624493
8910,선정국제관광고등학교,1995-03-01,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,37.6187044,126.90903130000001
8911,선일이비즈니스고등학교,1985-03-11,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,37.6197164,126.9127997
8912,예일디자인고등학교,1993-09-26,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,37.6096421,126.9160959
8913,동명여자정보산업고등학교,1921-06-03,서울특별시 은평구 대조동 91-20,서울특별시 은평구 통일로 793,37.6144774,126.9250155
8914,신진과학기술고등학교,1970-03-16,서울특별시 은평구 응암동 114-1,서울특별시 은평구 은평로6길 16,37.598713200000006,126.91883490000002
8915,은평메디텍고등학교,1970-05-10,서울특별시 은평구 진관동 86,서울특별시 은평구 진관2로 57-57,37.635411700000006,126.9292136
8916,세명컴퓨터고등학교,1974-07-12,서울특별시 은평구 불광동 445-35,서울특별시 은평구 통일로92가길 33,37.627771200000005,126.92324860000001
8917,홍익디자인고등학교,1968-03-01,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,37.5635098,126.9191674
8918,한세사이버보안고등학교,1994-10-05,서울특별시 마포구 아현동 771,서울특별시 마포구 마포대로11길 44-80,37.5517898,126.9520321
8919,서울디자인고등학교,1955-01-12,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139,37.5467021,126.94690530000001
8920,서울금융고등학교,1984-12-17,서울특별시 양천구 신월동 43-8,서울특별시 양천구 가로공원로61길 19,37.537615,126.82561880000002
8921,서울영상고등학교,1952-03-01,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,37.5233027,126.8602955
8922,강서공업고등학교,1994-01-05,서울특별시 강서구 방화동 834,서울특별시 강서구 방화대로47길 9,37.5760335,126.8161831
8923,화곡보건경영고등학교,1987-01-08,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,37.549138799999994,126.8326534
8924,신정여자상업고등학교,1978-01-30,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,37.538146600000005,126.8564162
8925,서울항공비즈니스고등학교,1987-06-05,서울특별시 강서구 마곡동 731-263,서울특별시 강서구 방화대로34길 13,37.5692162,126.81704199999999
8926,영등포공업고등학교,1953-11-01,서울특별시 강서구 가양동 1468,서울특별시 강서구 허준로5길 15,37.5698357,126.8500301
8927,예림디자인고등학교,1991-02-27,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2,37.5000184,126.8273934
8928,덕일전자공업고등학교,1994-10-05,서울특별시 구로구 오류동 199-1,서울특별시 구로구 서해안로21길 5-12,37.4905378,126.8371091
8929,유한공업고등학교,1964-05-05,서울특별시 구로구 항동 1-7,서울특별시 구로구 경인로 8,37.487914200000006,126.8232919
8930,서서울생활과학고등학교,1972-03-31,서울특별시 구로구 궁동 35,서울특별시 구로구 오리로 1355-10,37.5038277,126.8282007
8931,동일여자상업고등학교,1987-03-03,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,37.4516719,126.91688740000001
8932,한강미디어고등학교,1995-01-10,서울특별시 영등포구 양평동4가 315-1,서울특별시 영등포구 선유로55길 22,37.539291999999996,126.8972608
8933,서울공업고등학교,1899-05-05,서울특별시 동작구 대방동 390-5,서울특별시 동작구 대방동1길 46,37.5019015,126.9223834
8934,서울여자상업고등학교,1926-04-01,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,37.4729044,126.95091869999999
8935,광신정보산업고등학교,1905-10-10,서울특별시 관악구 신림동 329,서울특별시 관악구 광신길 141,37.4644759,126.9259388
8936,서울관광고등학교,1978-03-15,서울특별시 관악구 봉천동 1694,서울특별시 관악구 은천로15길 25,37.48781470000001,126.9437629
8937,영락의료과학고등학교,1959-04-09,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,37.4764515,126.9444633
8938,서울전자고등학교,1994-05-06,서울특별시 서초구 방배동 2727,서울특별시 서초구 과천대로 852-23,37.4697208,126.9883284
8939,서울로봇고등학교,1994-01-04,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,37.4807303,127.0845783
8940,단국공업고등학교,1941-11-03,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,37.4955055,127.0567133
8941,대진디자인고등학교,1995-03-02,서울특별시 강남구 수서동 733,서울특별시 강남구 광평로39길 93,37.490427200000006,127.09597820000002
8942,송파공업고등학교,1990-11-10,서울특별시 송파구 거여동 354,서울특별시 송파구 양산로 21,37.4917933,127.14233259999999
8943,일신여자상업고등학교,1958-04-06,서울특별시 송파구 송파동 5-14,서울특별시 송파구 송파대로38길 8,37.5019724,127.11452659999998
8944,성덕고등학교,1977-03-04,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,37.5499625,127.1419044
8945,서울컨벤션고등학교,1961-12-15,서울특별시 강동구 고덕동 295-1,서울특별시 강동구 동남로 964,37.5592845,127.15803030000001
8946,상일미디어고등학교,1983-10-06,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,37.5479537,127.1702183
9345,서울과학고등학교,1988-09-14,서울특별시 종로구 혜화동 1-1,서울특별시 종로구 혜화로 63,37.591547600000006,126.9984375
9346,서울국제고등학교,2008-05-07,서울특별시 종로구 명륜1가 1-27,서울특별시 종로구 성균관로13길 40,37.591792600000005,126.99548899999999
9347,서울예술고등학교,1953-03-21,서울특별시 종로구 평창동 217,서울특별시 종로구 평창문화로 70,37.6057573,126.96789150000001
9348,이화여자외국어고등학교,1991-09-11,서울특별시 중구 순화동 1-1,서울특별시 중구 통일로4길 30,37.5655771,126.9696428
9349,대원외국어고등학교,1984-05-20,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,37.5624945,127.08943799999999
9350,선화예술고등학교,1976-07-05,서울특별시 광진구 능동 25,서울특별시 광진구 천호대로 664,37.5509815,127.087093
9351,대일외국어고등학교,1984-09-24,서울특별시 성북구 정릉동 산16-36,서울특별시 성북구 서경로 116,37.6133039,127.0141757
9352,서울외국어고등학교,1993-10-05,서울특별시 도봉구 창동 35,서울특별시 도봉구 덕릉로66길 22,37.6457794,127.0515108
9353,한성과학고등학교,1992-09-25,서울특별시 서대문구 현저동 산5-47,서울특별시 서대문구 통일로 279-79,37.575435399999996,126.952373
9354,명덕외국어고등학교,1991-09-11,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.5532299,126.83481709999998
9355,덕원예술고등학교,1992-03-03,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44,37.5486229,126.8290243
9356,세종과학고등학교,2008-03-01,서울특별시 구로구 궁동 232,서울특별시 구로구 오리로21길 79,37.4975698,126.827354
9357,서울공연예술고등학교,1966-10-02,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,37.5000848,126.8321523
9358,국립전통예술고등학교,1960-05-13,서울특별시 금천구 시흥동 산24-17,서울특별시 금천구 시흥대로38길 62,37.4467124,126.9067221
9359,미림여자정보과학고등학교,1991-03-01,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546,37.4672482,126.93331979999999
9360,국립국악고등학교,1972-09-09,서울특별시 강남구 개포동 1272,서울특별시 강남구 개포로22길 65,37.4762299,127.0514757
9361,수도전기공업고등학교,1924-03-02,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,37.4849381,127.0644798
9362,서울체육고등학교,1971-03-20,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,37.522330100000005,127.1298248
9363,한영외국어고등학교,1990-03-01,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,37.54914229999999,127.15777299999999
9468,경복고등학교,1921-05-02,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9,37.5859472,126.9715094
9469,대신고등학교,1938-04-05,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,37.5731249,126.96125390000002
9470,경신고등학교,1885-05-09,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,37.592225799999994,126.99952900000001
9471,배화여자고등학교,1898-10-02,서울특별시 종로구 누하동 149,서울특별시 종로구 필운대로1길 34,37.5784966,126.96686580000001
9472,덕성여자고등학교,1945-10-10,서울특별시 종로구 안국동 37-1,서울특별시 종로구 율곡로3길 50,37.5777613,126.9835578
9473,상명대학교사범대학부속여자고등학교,1967-03-07,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,37.6041097,126.95515870000001
9474,장충고등학교,1947-09-01,서울특별시 중구 신당동 432-460,서울특별시 중구 동호로15길 93,37.5535146,127.0064145
9475,용산고등학교,1946-09-09,서울특별시 용산구 용산동2가 1,서울특별시 용산구 두텁바위로 60,37.545865500000005,126.98032849999998
9476,오산고등학교,1907-05-15,서울특별시 용산구 보광동 168-73,서울특별시 용산구 보광로7길 17,37.523781799999995,127.0008688
9477,배문고등학교,1955-12-31,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,37.54999779999999,126.96390490000002
9478,보성여자고등학교,1907-10-10,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,37.543080200000006,126.9842996
9479,신광여자고등학교,1953-06-08,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,37.542900700000004,126.9694483
9480,성심여자고등학교,1960-04-01,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,37.53421029999999,126.9545942
9481,무학여자고등학교,1940-04-20,서울특별시 성동구 행당동 322-1,서울특별시 성동구 고산자로 197,37.556768,127.03359950000001
9482,성수고등학교,2009-03-01,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,37.5473422,127.038253
9483,광남고등학교,1986-05-13,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16,37.5415134,127.1012125
9484,자양고등학교,1984-05-14,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28,37.536077500000005,127.0733399875
9485,대원고등학교,1977-05-20,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,37.5624945,127.08943799999999
9486,동국대학교사범대학부속여자고등학교,1930-06-20,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,37.542584000000005,127.0874001
9487,대원여자고등학교,1983-05-20,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26,37.562496200000005,127.08940520000002
9488,건국대학교사범대학부속고등학교,1980-03-05,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120,37.5391833,127.07470990000002
9489,휘봉고등학교,2012-05-01,서울특별시 동대문구 휘경동 43-138,서울특별시 동대문구 한천로 290,37.5864773,127.0688515
9490,동국대학교사범대학부속고등학교,1947-06-24,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,37.5780484,127.07513359999999
9491,해성여자고등학교,2008-03-01,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31,37.5818716,127.056978
9492,경희여자고등학교,1963-03-01,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
9493,휘경여자고등학교,1975-03-03,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247,37.5839456,127.06740459999999
9494,태릉고등학교,1985-05-07,서울특별시 중랑구 묵동 6,서울특별시 중랑구 신내로23길 36,37.619162599999996,127.0855595
9495,신현고등학교,2004-03-02,서울특별시 중랑구 상봉동 482,서울특별시 중랑구 봉화산로 174,37.6052493,127.0929500477
9496,중화고등학교,1988-03-02,서울특별시 중랑구 중화동 21-4,서울특별시 중랑구 봉화산로27길 62,37.604813,127.08365409999999
9497,송곡고등학교,1965-12-30,서울특별시 중랑구 망우동 239-1,서울특별시 중랑구 양원역로 50,37.605847,127.1064637
9498,송곡여자고등학교,1973-05-24,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,37.6066879,127.10514669999999
9499,혜원여자고등학교,1973-03-05,서울특별시 중랑구 망우동 519,서울특별시 중랑구 봉우재로58길 39,37.5932809,127.0970432
9500,서울대학교사범대학부설고등학교,1946-09-02,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 6,37.5947238,127.0381187
9501,석관고등학교,1982-12-30,서울특별시 성북구 석관동 77-1,서울특별시 성북구 한천로70길 30,37.609588200000005,127.0667165
9502,홍익대학교사범대학부속고등학교,1954-06-15,서울특별시 성북구 성북동 151,서울특별시 성북구 성북로14가길 23,37.5936667,127.00280359999998
9503,고려대학교사범대학부속고등학교,1968-03-11,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161,37.6098005,127.001572
9504,한성여자고등학교,1945-10-05,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117,37.5830633,127.0117841
9505,성신여자고등학교,1936-04-28,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 동소문로26가길 80,37.5942881,127.02240640000001
9506,혜화여자고등학교,1966-03-05,서울특별시 강북구 수유동 468-43,서울특별시 강북구 인수봉로 127,37.6313093,127.0132139
9507,삼각산고등학교,2011-03-01,서울특별시 강북구 미아동 812-4,서울특별시 강북구 삼양로19길 40,37.6162871,127.02013329999998
9508,창문여자고등학교,1975-03-01,서울특별시 강북구 미아동 8-16,서울특별시 강북구 월계로 61,37.6134973,127.03633719999999
9509,영훈고등학교,1973-03-02,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,37.614681700000006,127.02809380000001
9510,누원고등학교,2003-03-03,서울특별시 도봉구 도봉동 646,서울특별시 도봉구 마들로 849,37.6855674,127.04993300000001
9511,효문고등학교,2006-03-01,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432,37.652698,127.01839879999999
9512,자운고등학교,2004-03-01,서울특별시 도봉구 창동 1,서울특별시 도봉구 노해로69길 150,37.659020700000006,127.0506763
9513,창동고등학교,2002-03-01,서울특별시 도봉구 창동 694-10,서울특별시 도봉구 노해로62길 7,37.6510352,127.0388183
9514,정의여자고등학교,1976-03-05,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69,37.6533545,127.03242820000001
9515,상계고등학교,1988-04-28,서울특별시 노원구 상계동 738,서울특별시 노원구 노해로 432,37.652726,127.0554547
9516,불암고등학교,2005-03-02,서울특별시 노원구 중계동 364-10,서울특별시 노원구 중계로 155,37.649158299999996,127.0803044
9517,노원고등학교,1989-04-27,서울특별시 노원구 상계동 664,서울특별시 노원구 노원로 586,37.661801399999995,127.05401979999999
9518,월계고등학교,2005-03-01,서울특별시 노원구 월계동 778,서울특별시 노원구 초안산로5길 66,37.6317325,127.0487142
9519,청원고등학교,1989-03-01,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.665253299999996,127.06253190000001
9520,서라벌고등학교,1956-03-05,서울특별시 노원구 중계동 313,서울특별시 노원구 한글비석로5길 18,37.64525820000001,127.0758403
9521,대진고등학교,1985-10-24,서울특별시 노원구 하계동 55-5,서울특별시 노원구 공릉로62가길 47,37.6378051,127.07609099999999
9522,재현고등학교,1978-03-03,서울특별시 노원구 중계동 175,서울특별시 노원구 덕릉로82길 64,37.66128870000001,127.080798
9523,청원여자고등학교,2001-05-10,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.665253299999996,127.06253190000001
9524,영신여자고등학교,1987-05-08,서울특별시 노원구 중계동 118,서울특별시 노원구 중계로16나길 13,37.652453799999996,127.08328929999999
9525,혜성여자고등학교,1983-10-10,서울특별시 노원구 하계동 산16-47,서울특별시 노원구 노원로16길 2,37.6405492,127.07361929999999
9526,용화여자고등학교,1987-04-22,서울특별시 노원구 상계동 696,서울특별시 노원구 동일로 1461,37.6591325,127.0582791
9527,대진여자고등학교,1988-02-12,서울특별시 노원구 중계동 514-2,서울특별시 노원구 공릉로 438,37.646173600000004,127.06719779999999
9528,한국삼육고등학교,1949-11-13,서울특별시 노원구 공릉동 26-38,서울특별시 노원구 화랑로 815,37.643358299999996,127.10885139999999
9529,염광고등학교,1983-10-02,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,37.63025820000001,127.0492435
9530,상명고등학교,1937-05-17,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553,37.649547999999996,127.068044
9531,신도고등학교,2011-03-01,서울특별시 은평구 진관동 242-38,서울특별시 은평구 통일로 961,37.6291341,126.91874750000001
9532,진관고등학교,2009-03-01,서울특별시 은평구 진관동 17,서울특별시 은평구 진관4로 26,37.6433374,126.9243837
9533,은평고등학교,2009-03-01,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,37.609151399999995,126.9058084
9534,충암고등학교,1969-03-02,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,37.5846417,126.9218074
9535,숭실고등학교,1897-10-10,서울특별시 은평구 신사동 300-88,서울특별시 은평구 은평터널로7길 6,37.5928732,126.9024048
9536,동명여자고등학교,1921-06-03,서울특별시 은평구 대조동 91-20,서울특별시 은평구 통일로 793,37.6144774,126.92504280000001
9537,선일여자고등학교,1971-12-27,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,37.6197164,126.9127997
9538,예일여자고등학교,1965-09-26,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,37.6096421,126.9160959
9539,선정고등학교,1950-05-22,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19,37.6187044,126.90903130000001
9540,인창고등학교,1953-10-10,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,37.5648835,126.9640244
9541,한성고등학교,1928-09-25,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24,37.5590958,126.9544615
9542,중앙여자고등학교,1940-10-10,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,37.5631498,126.95320929999998
9543,명지고등학교,1948-04-12,서울특별시 서대문구 홍은동 361-30,서울특별시 서대문구 명지2길 56,37.58491179999999,126.9270922
9544,광성고등학교,1894-04-06,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,37.548696899999996,126.9359678
9545,경성고등학교,1967-10-23,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,37.5635098,126.9191674
9546,홍익대학교사범대학부속여자고등학교,1968-03-12,서울특별시 마포구 성산동 산11-60,서울특별시 마포구 성미산로 51,37.559645700000004,126.91320929999999
9547,금옥여자고등학교,1981-05-03,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213,37.5109638,126.84397240000001
9548,신목고등학교,1987-05-28,서울특별시 양천구 신정동 330-3,서울특별시 양천구 안양천로 739,37.5129093,126.8736074
9549,신서고등학교,2006-03-01,서울특별시 양천구 신정동 984-1,서울특별시 양천구 은행정로 42,37.5239153,126.86020829999998
9550,강서고등학교,1983-11-01,서울특별시 양천구 목동 735,서울특별시 양천구 목동중앙남로 27,37.5363159,126.86576999370001
9551,광영고등학교,1985-02-01,서울특별시 양천구 신월동 43-3,서울특별시 양천구 남부순환로30길 17,37.537197,126.8232754
9552,양천고등학교,1984-02-06,서울특별시 양천구 신정동 산109-1,서울특별시 양천구 신정로14길 13,37.5083201,126.84520390000002
9553,진명여자고등학교,1906-04-21,서울특별시 양천구 목동 927-6,서울특별시 양천구 목동로 170,37.524048,126.8658553
9554,목동고등학교,1990-09-14,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,37.5092145,126.860143
9555,광영여자고등학교,1985-03-06,서울특별시 양천구 신월동 43-3,서울특별시 양천구 남부순환로30길 17,37.537197,126.82324640000002
9556,백암고등학교,1984-12-17,서울특별시 양천구 신정동 733,서울특별시 양천구 신정로13길 16,37.510901700000005,126.8433301
9557,공항고등학교,1983-04-12,서울특별시 강서구 방화동 648-1,서울특별시 강서구 개화동로 495,37.56929279999999,126.80632460000001
9558,수명고등학교,2009-05-04,서울특별시 강서구 내발산동 758,서울특별시 강서구 수명로2길 15,37.549762799999996,126.82476670000001
9559,세현고등학교,2006-03-01,서울특별시 강서구 가양동 1491,서울특별시 강서구 허준로 227,37.5604314,126.8636216
9560,대일고등학교,1972-09-26,서울특별시 강서구 등촌동 산88,서울특별시 강서구 등촌로 105,37.539488299999995,126.86340179999999
9561,마포고등학교,1953-06-01,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,37.5599899,126.8531328
9562,화곡고등학교,1978-01-30,서울특별시 강서구 내발산동 산48-3,서울특별시 강서구 강서로45길 69,37.547934600000005,126.8315381
9563,명덕고등학교,1984-10-15,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.5532299,126.83481709999998
9564,동양고등학교,1953-05-19,서울특별시 강서구 가양동 1464,서울특별시 강서구 허준로 50,37.569021,126.84707959999999
9565,영일고등학교,1975-05-15,서울특별시 강서구 등촌동 525,서울특별시 강서구 등촌로51가길 26,37.5472858,126.8620613
9566,경복여자고등학교,1994-03-02,서울특별시 강서구 등촌동 131,서울특별시 강서구 화곡로63길 40,37.5578208,126.85059740000001
9567,덕원여자고등학교,1979-04-29,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44,37.5486229,126.8290243
9568,명덕여자고등학교,1984-03-05,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.5532299,126.83481709999998
9569,한서고등학교,1985-03-11,서울특별시 강서구 방화동 478-34,서울특별시 강서구 양천로11길 47,37.57479179999999,126.8081443
9570,한광고등학교,1987-01-19,서울특별시 강서구 화곡동 488-2,서울특별시 강서구 등촌로13길 110,37.538844,126.857922
9571,경인고등학교,2002-05-16,서울특별시 구로구 고척동 66-28,서울특별시 구로구 경인로46길 31,37.4959939,126.86543059999998
9572,구로고등학교,1981-04-06,서울특별시 구로구 구로동 105-1,서울특별시 구로구 가마산로27길 45,37.4988415,126.89030929999998
9573,구일고등학교,1990-03-02,서울특별시 구로구 구로동 685-194,서울특별시 구로구 구일로 90-51,37.4935064,126.87461709999998
9574,신도림고등학교,2009-03-01,서울특별시 구로구 신도림동 270-2,서울특별시 구로구 경인로67길 159,37.51406420000001,126.8820842
9575,오류고등학교,1999-11-27,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2,37.500089,126.8273934
9576,독산고등학교,2002-03-02,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,37.4762184,126.9109732
9577,문일고등학교,1975-03-04,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45,37.450331299999995,126.89851270000001
9578,동일여자고등학교,1973-03-03,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,37.4516719,126.91688740000001
9579,여의도고등학교,1973-03-03,서울특별시 영등포구 여의도동 30-1,서울특별시 영등포구 국제금융로7길 37,37.5250501,126.93421869999999
9580,영등포여자고등학교,1953-03-31,서울특별시 영등포구 신길동 184-3,서울특별시 영등포구 영등포로62길 13,37.5153902,126.9153554
9581,여의도여자고등학교,1984-03-01,서울특별시 영등포구 여의도동 40-2,서울특별시 영등포구 국제금융로7가길 13,37.522888200000004,126.93508940000001
9582,관악고등학교,1974-03-01,서울특별시 영등포구 양평동2가 12-1,서울특별시 영등포구 영등포로6길 26,37.521792,126.88295049999999
9583,영신고등학교,1990-03-03,서울특별시 영등포구 신길동 4656-2,서울특별시 영등포구 대방천로14길 18,37.4981011,126.9097387
9584,선유고등학교,2005-05-26,서울특별시 영등포구 양평동4가 10,서울특별시 영등포구 선유로 227,37.5339019,126.89485149999999
9585,영등포고등학교,1959-04-07,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 5,37.5090558,126.93473490000001
9586,수도여자고등학교,1946-06-10,서울특별시 동작구 신대방동 470-13,서울특별시 동작구 여의대방로10길 73,37.49279979999999,126.914906
9587,동작고등학교,1992-03-02,서울특별시 동작구 사당동 236-23,서울특별시 동작구 솔밭로 51,37.482600700000006,126.96508600000001
9588,성남고등학교,1938-04-25,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,37.505281200000006,126.92661319999999
9589,숭의여자고등학교,1903-10-31,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79,37.5073623,126.9292442
9590,구암고등학교,2012-03-01,서울특별시 관악구 봉천동 1712-25,서울특별시 관악구 성현로 57,37.492441299999996,126.9496259
9591,신림고등학교,1989-03-01,서울특별시 관악구 신림동 1566-42,서울특별시 관악구 문성로 119,37.4792105,126.9169655
9592,인헌고등학교,1985-03-02,서울특별시 관악구 봉천동 174-5,서울특별시 관악구 인헌9길 74,37.472309,126.9704855
9593,삼성고등학교,1986-01-12,서울특별시 관악구 신림동 222,서울특별시 관악구 신림로 41,37.4691385,126.9436438
9594,남강고등학교,1973-03-02,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80,37.4713732,126.92461609999998
9595,성보고등학교,1982-03-04,서울특별시 관악구 신림동 1690,서울특별시 관악구 남부순환로156길 39,37.4807269,126.9209571
9596,서울문영여자고등학교,1991-11-07,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,37.4729044,126.95091869999999
9597,서울미술고등학교,1972-05-25,서울특별시 관악구 봉천동 1690-133,서울특별시 관악구 남부순환로247길 26,37.4766977,126.96674840000001
9598,광신고등학교,1987-03-02,서울특별시 관악구 신림동 산87-6,서울특별시 관악구 광신길 141,37.4644759,126.9259388
9599,영락고등학교,1959-04-09,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,37.4764515,126.9444633
9600,서울고등학교,1946-02-01,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197,37.4842924,127.00490249999999
9601,반포고등학교,1984-03-01,서울특별시 서초구 반포동 30-19,서울특별시 서초구 고무래로 71,37.5027044,127.0165603
9602,양재고등학교,1990-11-07,서울특별시 서초구 서초동 1376-4,서울특별시 서초구 남부순환로346길 9,37.4824213,127.03207830000001
9603,서초고등학교,1984-04-18,서울특별시 서초구 서초동 1504,서울특별시 서초구 반포대로27길 29,37.489612,127.00537779999999
9604,언남고등학교,1986-04-30,서울특별시 서초구 양재동 309,서울특별시 서초구 동산로13길 35,37.4723301,127.0430034
9605,상문고등학교,1973-03-01,서울특별시 서초구 방배동 1000-2,서울특별시 서초구 명달로 45,37.479755,127.00391640000001
9606,서문여자고등학교,1973-05-23,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,37.4889191,126.9845452
9607,동덕여자고등학교,1910-04-28,서울특별시 서초구 방배동 산82,서울특별시 서초구 효령로2길 123-5,37.4758367,126.99199579999998
